node,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64
grandma,-0.13401632,-0.16897163,0.22982691,-0.0450429,-0.087298855,0.036782525,0.3729884,0.044068046,-0.17903417,0.16075465,0.3203611,-0.06122054,-0.2642269,-0.31692904,-0.12872538,0.29741186,-0.029422188,-0.07550234,-0.20496951,0.14517155,-0.48456573,0.40917405,0.23858641,-0.17737299,0.20778883,0.30056494,-0.16008773,0.19065098,0.02728591,-0.29056177,-0.10257789,-0.2222566,-0.13730413,-0.026883312,-0.038218472,0.26003638,-0.088656105,0.0042097126,-0.064563975,0.13615762,-0.0033200744,0.27686447,0.24868603,-0.17784368,-0.3384464,-0.4386022,-0.39746785,-0.36479843,0.055748343,0.2044281,-0.0481739,0.06336525,-0.004600189,0.30932215,0.27284765,0.004370065,0.0014597365,-0.2722794,-0.14884332,0.20660692,0.4434649,-0.08072856,0.2653442,0.13508248
Bones,-0.13482179,-0.3563949,0.2641049,-0.0974973,0.122032575,-0.052544605,-0.18468496,-0.26544142,-0.1689284,-0.62142724,0.1135698,0.28126,-0.34192646,0.13314661,0.04687123,0.30144674,-0.16336326,-0.032393586,-0.22189488,0.4880091,-0.1757016,0.29343396,0.32673332,-0.24578165,-0.216546,0.2927884,-0.072555676,0.1975684,-0.35760388,-0.14064044,0.2035088,0.19046423,-0.43221155,0.018552529,-0.21526368,0.21333703,0.37124383,0.117436655,0.27872923,0.06945133,0.474929,0.26565745,0.08925534,0.2971449,-0.07152306,-0.14998326,-0.32324255,-0.19617552,0.058656584,0.021706758,-0.31644663,-0.1271054,0.007245161,0.49783272,-0.17013526,-0.09457153,0.05663048,-0.2688483,0.027805012,-0.17056526,-0.04531641,-0.15953904,0.5132887,0.053336464
Dinesh,0.06332108,-0.07451925,0.01248519,0.06117753,-0.08794136,-0.20455639,0.30462238,-0.07674463,-0.28217027,-0.12909366,0.22663578,0.048394527,-0.26757032,-0.36613807,0.14394176,-0.06303229,-0.22358719,-0.21459776,-0.14032276,0.2072112,-0.20834756,0.03736144,0.285206,-0.48599374,-0.22024685,0.14256415,-0.36587855,-0.27082598,0.3882563,-0.102263585,0.21725474,-0.032513537,-0.07703406,0.08562165,0.0034906114,-0.10915708,-0.17391185,0.19980392,0.009847565,-0.038685527,0.08471766,0.23608951,0.113433816,-0.20577948,0.13370216,-0.28874663,0.12515795,-0.09044945,-0.002770646,0.10369839,0.2592356,0.18863396,-0.036249235,0.034582302,0.021507356,-0.0703656,0.3326736,-0.4896243,-0.16327365,-0.2217443,-0.15730445,-0.048835132,0.29856563,0.2539095
Moms,0.02667569,-0.5406815,0.14679632,-0.22959983,0.17362167,-0.16382557,-0.282548,-0.18690866,-0.14338872,-0.4560995,0.08706482,0.09434966,-0.42542306,0.15211676,0.29535323,0.2568471,0.1681453,-0.23143099,-0.14595897,0.1696052,-0.12356562,0.32173526,0.2977149,-0.2988135,-0.37179843,0.18591672,-0.41187873,0.14990978,-0.27901965,-0.13950618,0.06641577,-0.041566517,-0.75745136,-0.018965939,-0.16892502,-0.2230301,0.08380228,0.20751418,0.04126741,-0.32078326,0.011171617,0.06056495,0.06664907,-0.22288331,-0.097796984,-0.24796973,-0.016047327,-0.2773027,0.18547519,0.0044724983,0.04786767,-0.27221206,-0.027542029,0.54659003,0.18364948,0.05287354,0.13515082,-0.15584114,-0.17644563,-0.04297398,0.0014970506,0.22144689,0.50890654,-0.11656738
Granny,0.2241125,-0.19462267,0.08080472,-0.037805766,-0.37111408,-0.24127626,0.26606873,-0.07988294,-0.14533721,0.021453675,0.32731292,0.23268497,-0.1780417,-0.33489278,0.11295467,-0.29956895,-0.30502287,-0.22860833,-0.08818454,0.16108525,-0.18700294,0.21270126,0.23036413,-0.44312498,-0.12458062,0.3668221,-0.061525457,-0.024156181,0.17761225,-0.14104015,0.05410019,0.104999065,-0.14383475,0.33819357,-0.03584825,-0.044792112,-0.059892144,0.16579387,0.19602099,-0.10031528,0.21925834,0.17381416,0.17423368,-0.04341112,0.24065721,-0.40639636,-0.06415055,-0.05770524,0.112263665,0.10675698,0.1452197,0.06827286,0.1285154,0.046661142,0.07038415,-0.101336576,-0.001768566,-0.39837134,-0.11475978,0.17639206,0.01913546,0.0600053,0.11280009,0.3474801
Heather,0.15829502,-0.38783857,0.123582885,-0.13218765,0.18785708,-0.014442461,-0.22827509,-0.22602348,-0.22841598,-0.08050097,0.37386894,-0.009260598,-0.061303142,0.09433913,-0.021934517,0.16199099,-0.26247272,-0.16091464,-0.025384406,0.3017597,0.048457228,0.19666572,0.049413964,-0.52315605,-0.021198647,0.20577563,-0.49542558,0.09198651,-0.2756907,-0.18388133,-0.055300046,-0.11005124,-0.42027757,-0.10691113,-0.19363886,0.098827064,0.09222186,-0.2250372,0.21021315,-0.045156315,0.22593798,0.070905946,0.107131235,-0.072566055,-0.09100009,-0.31629047,-0.29678658,-0.038778063,0.08547329,-0.03670333,0.0064358776,-0.07499387,-0.046317708,0.29935122,-0.20385742,-0.10305669,-0.041061096,-0.029483015,-0.3106404,0.07650086,0.23449555,-0.18944587,0.3168026,0.008650927
Janet,0.21683401,0.35786512,0.026195753,-0.105367094,-0.07125751,-0.29152462,0.29277313,0.05161934,-0.099249914,-0.27769747,0.3086721,0.0034623914,0.09065122,0.08525923,-0.030938528,0.17497489,-0.10761504,-0.16040674,-0.063246794,0.4071934,0.2598856,0.35596326,-0.08797946,-0.1372444,-0.07014453,0.088965826,-0.23922035,0.049582373,0.06057189,-0.5616426,0.15169443,-0.084037706,-0.02165069,-0.39768553,-0.03731437,0.09094511,-0.40704635,-0.42270935,-0.035266098,-0.051742222,-0.11400497,0.111878715,0.06134825,-0.17116843,0.45805487,-0.5267287,-0.33470118,-0.57087696,0.19709823,0.067658715,0.12265772,0.2231064,0.11954861,0.28604692,0.060504444,-0.0009733644,0.08950025,0.18395944,-0.04224737,0.02037049,-0.05986299,-0.3334129,0.433822,-0.047710635
rayray,0.14907925,-0.05966499,0.026967684,-0.100139245,-0.17686276,-0.057548076,0.03593147,0.012909978,-0.35294095,-0.19336794,0.32647416,-0.010501302,-0.43106174,0.026389726,0.051648255,0.44564414,0.13641372,-0.05416354,-0.08809175,0.27710748,-0.020993698,-0.089097545,0.3583577,-0.29467168,0.0012158557,0.2929525,-0.3910437,0.02077464,-0.12638472,-0.31230494,0.25099704,-0.17927724,-0.21605103,-0.012870185,0.0640354,0.24294138,-0.20706218,-0.08181672,0.18749213,-0.1898294,0.22633123,0.24431603,0.1940717,-0.17123522,-0.11290629,-0.36400673,-0.26183057,-0.27792794,0.15644157,0.0874111,0.14131542,0.04430891,-0.09515241,0.2404278,0.33689946,0.15102053,0.19384624,-0.47169194,0.13029325,0.45956564,0.23611172,-0.07647216,0.30646792,-0.115242474
Sally,0.29642144,0.17171016,0.12094532,0.053084355,0.07965724,-0.05359562,0.15733075,-0.011220898,-0.16303748,0.06925715,0.10563245,0.14518455,0.07690877,-0.13802409,-0.23159279,0.41951254,0.1405735,0.22693853,-0.16010366,0.21640365,0.18421862,0.40862176,0.08088779,-0.39255083,-0.07579943,0.25946054,0.018715488,-0.048935708,0.19306746,-0.29238212,0.05653151,0.0038348017,0.045095146,-0.48523858,-0.103764996,0.12320901,-0.18597889,0.04557167,0.24995951,0.42990634,-0.049901105,0.29556823,-0.08193897,-0.13636218,0.32386494,-0.088485755,-0.07598729,-0.009953691,-0.031107347,-0.14096986,0.26865727,0.20662843,0.29655474,-0.018674787,0.36293903,-0.01592755,0.29192248,0.25077564,0.008142777,0.17154267,-0.08891293,-0.12690188,-0.04831621,0.22715308
Grandma,0.0015554191,-0.23702072,0.3189217,-0.56771684,0.107212864,0.05517229,0.045424897,0.2976438,-0.32930744,0.012986864,0.2425703,0.22193944,-0.074699745,-0.10591752,-0.49200562,0.19427854,-0.27557915,-0.14165086,-0.06593734,0.15990871,-0.26565555,0.1748321,0.037407324,-0.7921891,0.11550834,0.063359894,-0.2970915,-0.16297676,0.07168469,-0.10433385,0.16794692,0.44381556,-0.2975156,-0.13877271,-0.44067895,-0.12794745,0.123107016,-0.24273275,0.22877651,0.07432142,-0.09440943,-0.1867639,-0.20976338,-0.0073503433,0.098270245,-0.15436718,-0.4117946,-0.23136334,0.016990932,-0.06155479,0.18241441,0.18512905,-0.09421301,0.27611187,0.5168476,0.02880222,0.07694693,-0.52382773,0.41649586,0.33342448,-0.31717417,-0.25244096,0.1875266,0.017301777
Sara,-0.10582594,-0.34289312,0.390068,0.12292711,0.16148488,-0.18463078,0.025385367,-0.120405875,0.049379155,-0.07851277,0.3584424,-0.22125189,-0.12909786,0.29823923,0.055723347,0.14483713,-0.37591478,-0.33876902,-0.17257734,0.3350115,0.047513437,0.41714466,0.19307998,-0.3334141,-0.14921254,0.21212617,-0.6799517,0.06444986,-0.18412991,0.007990403,0.09323483,-0.108273335,-0.50259054,-0.27647996,-0.057313353,-0.0044166306,0.12527992,-0.40606558,-0.0500213,-0.15531744,0.18944396,0.05608545,-0.23425578,-0.29982594,-0.08007842,0.037766602,-0.22991526,-0.36683038,-0.07357438,0.25703666,0.029607505,-0.3759734,-0.40574157,0.007904584,-0.117804706,-0.09152049,0.016064662,0.08187686,-0.06448074,0.26307473,0.38863346,-0.30162594,0.22859652,0.024265872
Coco,0.16689879,-0.33579504,-0.23770048,0.1530686,-0.06685129,-0.22793056,0.29598266,-0.16974102,-0.2191987,-0.0015665299,0.2046748,-0.037746355,-0.009834034,0.20214188,0.08637126,0.47330448,0.03705388,0.1840977,-0.31019396,0.21863216,0.27808738,0.07060714,-0.18632703,-0.08437527,-0.026118102,0.3583451,-0.45266795,0.054510117,-0.21799687,-0.030318286,0.026497927,-0.018461274,-0.16627003,-0.5869684,-0.22896004,-0.059024967,-0.31393066,-0.4217884,0.60421354,-0.23608702,0.30220374,0.028253585,0.016146911,-0.3655546,0.25784436,-0.38260907,-0.33522245,-0.15397267,-0.08172595,0.37326273,0.20779577,-0.08564834,0.024624344,0.19888283,0.20123185,0.17309418,-0.17686138,-0.052258942,0.0051238816,0.2398594,0.32465324,-0.25827384,0.110798374,-0.15247227
Roberto,-0.06522803,0.0123086795,0.13037515,0.070541665,0.035304107,-0.3254886,0.17112304,-0.14295425,-0.046081167,-0.11411132,0.17224039,-0.11808059,-0.20821802,-0.2831454,-0.14737765,-0.16755189,-0.3353203,-0.19234706,-0.21700177,0.116046384,0.124701604,0.5537208,0.14484248,-0.67134315,-0.022445207,0.42216223,-0.050743897,-0.15569124,0.24805582,-0.08679228,-0.06831955,0.1024061,0.0932038,0.17503166,-0.19037136,0.079059035,-0.09271055,0.052655715,0.07918627,0.091370665,0.24440986,-0.005229062,-0.062438402,-0.0891578,0.18100159,-0.36937082,0.22795221,-0.05892856,-0.084358,0.0809558,0.30816683,0.07077766,-0.2835612,-0.13739811,-0.13189009,0.11740753,0.0054054563,-0.23571166,-0.14230709,-0.009464873,-0.20972256,-0.15872833,-0.017245103,0.12232143
Angela,-0.110974364,0.07108986,0.15749891,-0.015162015,0.2418005,-0.48411456,-0.2957083,0.08264848,-0.30478457,0.18199468,0.024594922,-0.420111,-0.14904079,0.18445662,-0.19416623,0.19083957,-0.025793865,0.0066733607,-0.34434342,0.23043534,0.12893638,0.15417612,-0.039865103,-0.36597118,0.17989306,0.23744851,-0.2971089,0.16396916,-0.07939876,-0.36432707,0.1839661,0.018988542,-0.04311849,-0.1852385,0.19398646,0.23148955,0.03850277,0.14000334,0.29977584,0.33826178,0.27555263,0.32722306,-0.09975566,-0.070034884,-0.2586719,-0.2411024,0.16253728,0.1110434,-0.15359464,-0.030199844,-0.14194557,-0.07486042,-0.099998295,0.38882777,-0.04138609,-0.14577067,-0.32963243,-0.036319897,-0.48624527,0.16125278,-0.13053487,-0.1193537,-0.009114102,0.0397979
Skip,-0.08442132,0.08201585,0.34600705,0.19302662,-0.34644264,-0.10245843,0.60296804,0.0822317,0.145743,0.08082235,0.1793147,-0.058547996,0.022186672,-0.17068598,-0.21521644,0.46962664,-0.30383393,0.05105332,-0.20220909,0.35803995,-0.70497763,0.37866133,-0.034151085,-0.80518776,0.029612623,0.109205395,-0.05135943,-0.10192033,-0.027623583,-0.15014194,-0.1493718,0.1995578,-0.3973967,0.0050409115,-0.36613655,-0.116951674,0.13464633,-0.24438843,0.09584969,-0.010513361,-0.055476114,0.110085085,0.02372195,-0.20452566,-0.2870716,0.06534309,-0.48366213,-0.530902,0.17779794,0.13699572,0.121756405,-0.7171753,-0.015144825,0.19404572,0.6412953,-0.10153209,-0.18458349,-0.27003595,0.045810025,0.20641565,-0.17255113,-0.3314708,0.057219684,-0.09727744
Susie,0.10138017,-0.19801742,0.14061387,-0.03233647,0.12577641,-0.19716321,-0.26808512,-0.19372801,-0.43960097,-0.26559043,0.19541514,-0.18931256,-0.27802813,0.12776934,0.024166578,0.37601542,0.051209662,-0.04020451,-0.36298123,0.35047898,-0.005601645,0.25783065,0.39557537,-0.17301178,-0.13884433,0.15566814,-0.13726975,0.14223787,-0.4648647,-0.17541805,-0.052022025,-0.10975478,-0.5296613,0.4038621,0.037025955,0.29247415,0.081312485,-0.015428238,0.2596694,-0.024250865,0.34585887,0.100572236,0.032379728,-0.1993831,0.032311022,-0.15718284,-0.455831,-0.229012,-0.115723,0.10083124,0.06379845,-0.02809806,0.026076058,0.30560073,0.014003093,0.027228618,-0.024788197,-0.09938112,-0.08278186,0.06051535,0.16223226,0.087531656,0.15513907,-0.059588518
Lizzy,0.33843327,-0.16187206,0.2707818,0.32638174,0.008648526,-0.20182292,0.10840369,0.066342145,0.0066995495,-0.08799787,0.026034888,0.2562156,-0.08459168,-0.051332224,0.020324394,-0.13715285,-0.38888106,0.05653916,-0.5869838,0.39594007,0.24222645,-0.08263837,0.040368162,-0.20362353,-0.24545899,0.33766374,-0.59745884,-0.09844448,0.17710128,0.09665554,-0.19646333,0.3497932,-0.22494307,-0.5288268,-0.00362497,-0.03985753,-0.033846475,-0.23759273,0.36961657,0.32745433,0.08851657,0.018462375,-0.6234562,-0.058657136,0.23515363,-0.22113302,0.017893486,0.084615394,-0.21024857,0.41703787,0.08778716,0.04719192,-0.11614482,-0.058333836,-0.097732,0.3537662,-0.123496324,-0.012508422,0.19598378,-0.07324045,-0.34947848,-0.3178771,0.033026807,0.21146877
ewohl726,0.0073613366,0.18756883,0.12960528,0.17225718,-0.14256875,-0.04728196,0.038864087,0.10879031,-0.24068725,0.26734984,0.33519864,0.0982092,-0.04310172,-0.090828724,-0.13122214,0.35554263,0.20381115,0.21734747,-0.13930959,0.29994196,0.19998753,0.34769613,0.30669516,-0.038200814,0.09519857,0.06827236,-0.12847225,0.32743874,0.35530043,-0.35551524,-0.118814774,-0.08918766,0.028432189,0.026423482,-0.19682087,0.27632362,-0.18470724,0.21080442,-0.056274682,0.5517018,0.004265669,-0.05898018,-0.037866775,-0.0682831,0.60257465,-0.2279586,0.092205584,-0.21008591,-0.17275292,-0.15308695,0.26545352,0.25136867,0.3746658,-0.026131244,0.5603061,-0.13580763,0.19839808,0.04513393,-0.14593804,0.13950455,-0.058181617,-0.16073702,0.30154252,0.044429768
Stephanie,0.25692597,-0.16098453,-0.4750708,-0.30263373,0.09936187,-0.18838193,0.037757307,-0.16008985,0.16473167,-0.2263994,0.09668991,-0.10589578,-0.38258797,-0.20586596,0.06118858,0.08871741,-0.27672786,-0.049810085,-0.025095228,0.19815558,0.12599127,-0.021516455,0.089532554,-0.6566124,0.12542456,0.34207797,0.012636552,-0.4107715,-0.09889962,-0.15881075,0.07173328,0.3847997,-0.45078862,0.27422684,-0.12523283,-0.25053373,0.11243392,-0.020493625,0.7195421,0.28933373,-0.04939564,0.52339613,0.28812653,0.311202,0.0028386088,-0.08461153,0.27139476,0.2091857,0.1998293,0.09959082,0.31198844,-0.3068512,-0.21535791,0.06815059,0.33429894,0.2787125,0.3660151,-0.4092842,-0.20995273,0.08353788,-0.17781347,-0.61335945,-0.20432815,-0.001242905
Kitty,0.4545614,0.036214966,-0.009448258,-0.13541955,-0.14238024,-0.3661197,0.18564008,0.13065656,0.13997766,-0.21158983,0.27907425,-0.028119035,0.141241,0.058464456,-0.1598651,0.12493219,-0.4140836,0.13529778,-0.16391987,0.29463175,-0.06912901,0.22227211,-0.05463237,-0.42401955,-0.094027944,0.17146675,0.18227158,-0.38270795,0.36456296,-0.41137147,0.15867886,0.15358903,-0.3523437,-0.07112054,-0.026944231,-0.11036279,-0.044623975,-0.48131672,0.3255169,0.22310142,-0.43443748,0.19355969,0.04443072,-0.07801061,0.34241533,0.09727038,0.02238616,-0.2863171,-0.08611798,-0.2395803,0.5033819,0.18413697,0.025171245,0.03650193,0.093202986,0.17444097,0.28557637,0.010206529,-0.3920514,-0.047548227,-0.3607531,-0.67172676,0.042995866,-0.06630115
Bean,0.4520333,-0.13980554,0.062094297,-0.1051623,-0.18261732,-0.087396525,-0.2075871,-0.061064355,-0.31934172,-0.048750572,0.4333388,-0.1490523,-0.2029659,0.0025456224,-0.020414198,0.13574272,-0.15307593,-0.109410495,-0.105382845,0.26978037,0.023985676,-0.021233356,0.30029967,-0.32180902,-0.10281005,0.1708537,-0.01583447,-0.051458582,0.064285874,-0.089402825,-0.24515542,0.17691988,-0.15132117,0.15861318,-0.24631263,-0.016255036,-0.29895127,0.16398907,0.31274405,-0.002160555,-0.04459979,0.3852817,0.057199966,0.021009129,0.038478035,-0.06178651,0.09878114,0.22631635,0.034449197,-0.09722843,0.4071827,0.13966437,0.036988884,0.042751748,0.7104663,0.043749146,-0.00600749,-0.26660398,-0.24515356,0.21158637,0.017268084,-0.63159096,0.07670463,-0.12168779
Collins,0.3673882,0.12592061,0.26852432,0.42581278,-0.26501378,-0.30643532,0.14021613,0.33715072,0.22151574,0.10376928,-0.31080943,-0.307906,-0.31555274,-0.3067767,-0.04188098,0.60160214,-0.26458153,-0.2922845,-0.113200806,0.47897413,0.21320915,0.5524955,0.39231333,-0.15049365,0.4668278,0.5414376,0.3878231,0.12199768,0.35447645,-0.06771579,0.37746015,0.08511418,0.27213925,-0.20488039,-0.23179804,0.00030372787,0.21136582,-0.13292749,-0.017174724,-0.06765649,-0.43116727,-0.08785938,-0.09535266,0.02462182,0.5229752,-0.018910673,-0.07624843,-0.40716973,-0.0050300295,0.51853484,-0.061178535,-0.3229686,-0.022922616,0.239987,-0.08514415,-0.027112471,0.4123616,-0.25758535,-0.21119954,-0.047180537,-0.050478023,0.1793317,0.25211877,0.5955932
greg,0.20375954,0.08332564,0.47112563,0.072907455,0.038005702,-0.092306525,0.07830756,0.038748965,-0.32936364,0.19941744,0.07516269,0.015881732,-0.0776871,-0.18573175,0.004577746,0.39975366,-0.24095182,0.26640317,-0.257101,0.3883926,0.261179,0.31161615,-0.02931691,-0.5471063,0.058278818,0.2926755,0.07560098,-0.16058894,0.044164386,-0.3052545,-0.057482,0.07655799,-0.05710303,-0.17971087,-0.21431997,-0.0108548915,0.018666672,-0.16096593,-0.07077879,0.33406433,0.05947226,0.24901462,-0.08387617,0.2560314,0.14597751,0.08059713,-0.06338211,-0.28459966,-0.036782045,-0.3028537,-0.009623064,0.21046673,0.14053209,0.018199172,0.4351261,0.19024952,-0.022462139,0.15568762,0.13822694,0.012700807,-0.27367675,0.03084282,-0.012367505,0.13540259
Edward,0.34485224,-0.29033136,0.29963514,0.10773701,0.14898069,-0.47601312,-0.0094428845,0.083898604,-0.12309786,-0.005971325,0.10737579,0.13330247,-0.07995433,0.1493346,-0.049252585,0.27663767,-0.10706315,0.14512789,-0.12323831,0.28576082,-0.034799375,0.108640306,0.08108898,-0.33772162,0.08465936,0.2919867,0.09142175,-0.088867694,0.09696688,-0.4089535,0.1212288,0.1814239,-0.32587293,-0.0050450307,-0.3335832,0.109516725,0.1836576,-0.0067587486,-0.025680257,0.12858953,-0.1153238,0.3936548,0.010871856,-0.3070313,-0.0487857,0.15390715,-0.10554442,0.04716281,-0.28682107,-0.17242783,0.18947242,0.124944426,0.3071193,-0.06633156,0.37845397,-0.30696926,0.280151,0.081768535,-0.16773258,-0.32775298,-0.3300887,-0.054386042,-0.050950143,0.053415567
Crystal,0.22429457,-0.066852994,0.16702977,-0.23427255,-0.16848013,-0.0454942,-0.08756581,-0.21484935,-0.3386478,-0.13866705,0.2736304,-0.11636318,-0.1521252,-0.30332586,0.17334875,0.40479168,-0.018044163,-0.18189166,-0.24565181,0.14875925,0.0076776627,-0.028970363,0.06581745,-0.47378936,-0.06564694,0.4900657,-0.09147209,-0.23617652,0.015191794,-0.13947214,-0.08843616,0.266573,-0.21063408,-0.13003565,-0.10171965,0.020551117,-0.030809985,0.04096369,0.26910347,0.1274803,-0.1144951,0.6410519,-0.04998131,0.29683012,-0.022829125,0.1595508,-0.006375868,0.08416068,-0.16829334,0.10662865,0.20132102,0.25172603,0.12049973,0.034803197,0.3449563,0.13692375,-0.05305545,0.025402572,-0.12174149,0.18944106,-0.21589747,-0.2097296,0.15033554,-0.08532877
Shane,0.39421013,-0.2640837,0.35674262,0.0018735738,-0.047791623,-0.5854494,0.23940223,-0.13807493,0.3068794,-0.011596028,0.18834318,0.12603341,-0.24474312,0.20388521,-0.25928625,0.16351238,-0.4343683,0.33332422,0.002179068,0.3513334,-0.39346382,0.2951286,0.3119457,-0.2855241,0.06938725,0.377502,0.029002473,-0.038293257,0.06517614,-0.17641829,0.28682497,0.045880288,-0.3635752,0.06973939,-0.03742456,-0.034016807,0.21227156,0.22439308,0.13386993,0.22294238,-0.082023434,0.31948498,-0.10326063,-0.26270425,0.11234609,0.32140225,-0.121210486,-0.0364076,0.16068764,0.014652224,0.07434531,-0.2392211,0.08330423,-0.08055003,0.27895576,-0.02711853,0.3451505,0.24349605,-0.19700599,0.06307879,-0.31918,-0.17909722,-0.049387638,0.05366024
kcladyz,-0.19948089,0.13768359,0.04364834,-0.5035178,-0.32636696,-0.77103066,0.39960396,-0.15403391,-0.31886178,-0.1634393,0.3810203,-0.3868094,0.32119966,-0.25737643,0.17344905,0.35337475,-0.48120967,0.07067592,-0.77560174,0.09684138,0.4770081,0.3990019,-0.113131754,-0.7143505,0.3505394,0.21525656,-0.30315512,0.23393378,-0.17132658,-0.32522085,-0.0975696,0.5125988,0.17491785,0.23536685,-0.69751424,0.22833163,-0.095894426,0.18729606,-0.0752247,0.7024494,-0.7059699,0.47755778,0.18945344,-0.30059594,-0.43478018,0.20813812,-0.061886437,-0.26614293,-0.16197975,0.22054704,-0.36429387,-0.2556764,0.05726445,0.5142403,1.0859607,-0.11019817,-0.14337812,-0.22363564,0.29845706,-0.15073763,0.32068026,-0.42306992,-0.44412765,-0.23923239
Christine,0.004915228,0.0958906,0.06487107,-0.04034316,0.090475775,-0.077494115,0.43061697,0.122819304,0.083139,0.18659304,0.2733503,-0.21379821,0.4042921,-0.22001636,-0.028880574,0.45643905,0.08451611,0.23440227,-0.06399196,0.10635969,-0.06312058,0.42997885,-0.25448468,-0.6329259,0.35955328,0.05316942,0.1455307,-0.12987138,-0.09349867,-0.30108464,-0.00065136934,0.35216016,-0.23537956,-0.2592357,-0.34634808,0.022950197,0.017218085,-0.1204343,0.39980122,0.1851599,-0.09747878,0.39184147,0.062262114,0.03193118,-0.11455391,-0.06772294,-0.40268478,-0.1930739,0.16365875,-0.08923907,0.30322498,-0.18857422,0.25746337,0.33159223,0.885314,0.014511171,-0.6104708,0.021685245,-0.4031869,0.36042783,-0.121649005,-0.58145016,-0.16880977,-0.032306198
Julie,-0.012599085,-0.27576345,0.06039138,0.06256424,0.2966928,-0.178321,-0.124148674,-0.13502303,-0.08590858,0.03564472,0.18169105,-0.33230156,-0.058929477,-0.18119623,-0.30215046,0.5132171,-0.19385137,0.08232122,0.10746161,0.05326624,-0.27216026,0.537465,0.3871267,-0.33573872,-0.42100835,0.5286898,-0.35313326,-0.1478751,0.31144592,0.008738904,0.20056033,0.07983574,-0.37221244,-0.1594403,0.13607498,0.13744831,0.24598192,0.00072998804,0.20483005,0.19803098,-0.21887903,0.16126525,0.03551964,-0.28004488,-0.09145989,0.24445403,-0.080718495,-0.03649475,-0.072589435,-0.15875655,0.4509198,-0.19953597,0.19923371,-0.35067374,0.21255209,-0.12865278,0.20202193,0.09423392,-0.44706026,-0.011051561,0.03238115,-0.062131856,0.101270795,0.05557358
Jays,0.3613323,-0.2912656,0.582403,-0.13755623,0.086581595,-0.1540022,-0.014368354,0.06086067,-0.14042556,-0.04473334,0.11980937,0.16123176,-0.092335574,-0.064307965,0.068432376,0.4348724,-0.13298447,-0.14708428,0.0064907977,0.3309173,0.0225909,0.12431538,0.33867627,-0.2910968,0.27552754,0.14017056,-0.40443954,-0.102383815,-0.046869855,-0.21085283,0.116266124,0.018651776,-0.5070667,-0.17466025,0.18874548,-0.15995039,0.24304962,0.008775433,0.09112235,0.35891083,0.0062738303,0.13002358,-0.39799228,0.031135667,-0.0027393082,0.47544673,-0.50854445,0.1361499,0.15873778,-0.13317169,0.16309212,0.18629181,0.5175346,0.21752134,0.5670566,0.097188905,0.20331715,0.37029517,0.043820918,0.30448306,-0.26043275,-0.40175298,-0.27466324,0.076850764
Kindle,0.461708,0.16629125,0.47504082,0.16728444,-0.14690518,-0.3875829,0.06219393,0.20101541,0.10621215,-0.013464415,0.008339116,-0.5821468,0.06879912,-0.016008325,-0.049473867,0.5352202,0.08897604,-0.2504661,-0.0070736716,0.13227811,0.31833747,0.17477211,-0.113423295,-0.3413407,0.57275087,-0.07111562,0.25617746,-0.84861815,-0.023503818,-0.41167793,0.34141412,-0.027627066,-0.22205019,-0.32837602,-0.4487464,0.1048686,-0.005132553,-0.07960527,0.39587423,-0.25143808,-0.674197,0.030997416,-0.0877042,-0.08452488,0.4120602,0.11593548,-0.085048296,-0.42543307,0.105886176,0.5394709,0.3242239,-0.069280796,-0.025842916,0.4613895,0.36775252,-0.12899025,-0.02278746,-0.013556412,-0.22066122,0.15312114,-0.19214238,-0.4237981,-0.12974499,0.19595183
Mommy,0.41938627,0.020650724,0.35065028,-0.17775445,-0.47389898,-0.31319568,0.048109572,0.25349683,-0.41427553,0.123809874,0.4306513,-0.28086182,-0.021302197,0.11513959,0.041077144,0.27139983,-0.1913281,0.013342982,-0.0046866075,0.14436644,0.4028606,0.1286237,0.15901099,-0.07760599,-0.07493417,-0.04263843,-0.020375775,-0.108300574,0.28497386,-0.52241313,-0.44454968,0.030032406,-0.11694823,0.07399259,-0.025372356,-0.23896767,-0.28065762,-0.13977043,0.1605585,0.29069722,-0.34283644,0.13378449,0.04286235,0.12129492,0.28457168,0.07030861,-0.1455563,-0.12861393,0.07516191,-0.12482189,0.4901905,0.18768805,0.59761184,0.14668222,0.7208358,0.41657838,-0.106783405,0.0769372,-0.26525402,-0.13921492,0.010790831,-0.47674766,0.14135846,-0.106381625
