node,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64
Erik,0.057267565,-0.12778267,0.28646332,0.0748912,-0.15606461,-0.2670542,0.20654127,0.23865163,-0.19942333,0.15112199,0.25699088,0.2523573,-0.34899986,-0.03236254,-0.41686362,0.11119145,-0.11553987,0.20355895,-0.31603968,0.22568843,-0.4277817,0.46614435,0.11051542,-0.20486121,0.009408465,0.1560307,0.0717109,-0.09445118,0.16138908,-0.6111483,0.35389096,0.25779304,-0.11224003,0.34629288,0.1697204,-0.15675394,-0.20142636,0.19493777,0.1134561,0.024752948,0.091254756,0.43036017,-0.01804573,-0.25592744,0.14077733,-0.05176757,0.24541017,0.23706023,-0.20014076,0.03562781,0.07417037,-0.045376714,-0.22424956,0.3045533,0.1669332,0.19094603,0.15678893,-0.30506095,-0.13425465,0.03235075,-0.51880264,-0.24308938,0.096603654,0.15263735
Aaron,0.6036762,0.049776297,0.10232815,-0.1959077,-0.13500468,-0.04896034,0.15762839,0.22695577,0.051573187,0.05562719,0.21021286,-0.0722366,-0.013054441,-0.21484768,0.03539761,0.24950004,-0.30097595,0.26716715,-0.26850414,0.12425245,-0.06167363,0.28448766,0.02318243,-0.41832095,-0.10208648,0.5096636,0.13073364,0.22635189,0.087733306,-0.2343423,-0.015421923,0.016518058,-0.040843014,-0.09681196,-0.078598544,0.020010328,-0.07175072,-0.26694465,0.36627162,0.41987866,-0.21793957,0.21336725,-0.06313793,-0.34392127,0.18690918,0.067062035,0.056839466,-0.1614594,-0.14326693,0.032041516,0.22941811,-0.0064650467,-0.054493364,0.08276858,0.23901252,0.046534736,0.12970121,0.08468898,-0.17290086,0.27562287,-0.14769593,-0.2938914,-0.10927773,-0.022089977
Colleen,-0.044057988,-0.08142613,0.28775036,0.02966104,-0.16226088,0.17497057,0.24083035,0.23658717,-0.2911745,-0.38804254,0.2701661,0.26705968,-0.24990357,-0.30290207,0.023887198,-0.116463214,-0.20781839,-0.31955725,-0.114001915,0.14143144,-0.23862886,0.20177586,0.3293913,-0.3921026,0.12383988,0.29050756,-0.20196374,0.052760944,0.19319908,-0.2761459,0.19925556,0.28486753,-0.093449466,-0.08247502,-0.06637929,-0.0440161,0.16365509,0.012498315,0.12110062,0.04684265,0.025414376,0.2146992,-0.22070199,0.33548012,0.245973,-0.17180781,-0.06297901,-0.08128995,0.025203105,0.14442077,-0.02442018,0.21504743,0.110700496,0.08881299,0.1235406,0.1694207,0.04942473,-0.5652751,0.09979107,-0.042329676,-0.35307702,-0.099562876,0.4820757,0.15429074
danny,0.14851192,0.34257528,0.48624337,0.3745156,1.2089302e-05,-0.45527026,0.43211102,0.16575544,-0.29801026,0.31209412,0.38301688,-0.10414393,0.22282515,-0.37637496,0.005580926,0.32587206,0.11539549,0.35768783,0.023857115,0.10151129,0.1573782,0.25030485,0.08407271,-0.39881,-0.20848404,0.22619975,0.010881656,-0.20866138,0.20295574,-0.30528796,0.050732214,-0.19934072,-0.062361803,0.036508195,-0.3244942,-0.11292145,0.2576619,-0.061068192,0.13696672,0.14423826,-0.08569926,-0.10796717,-0.29256713,-0.2879866,-0.15772657,-0.24286856,-0.012270963,-0.20293194,0.08773651,0.08022304,0.2592792,-0.18353021,-0.07568955,-0.0041166223,0.16716483,-0.20254372,-0.36368424,-0.00088707404,0.0017557403,0.22498928,-0.34323263,0.0122653525,0.026090963,0.23130608
Clay,0.16037042,-0.10263034,0.14890227,0.2961493,0.028693741,-0.32458508,0.17336974,0.08299463,-0.3127079,0.33905542,0.14771721,-0.089153625,-0.043962725,-0.059743457,-0.042425618,0.2086711,-0.3500939,-0.07152503,-0.042299423,0.21695662,0.1585906,0.11975062,-0.09238442,-0.2661567,0.13706978,0.33526534,-0.22641891,0.09421147,0.26472867,-0.111320086,-0.073794656,-0.16460076,-0.083479136,-0.15885465,-0.1317061,-0.033043496,-0.053464893,-0.17550214,-0.012501111,0.08414552,-0.17493175,0.17690906,-0.24112849,-0.14911813,-0.13015723,-0.3460902,0.16923869,-0.37127972,0.091577396,-0.16049758,0.17368689,0.2205577,-0.15992512,0.02691101,0.07948105,-0.1486353,0.2797394,0.08099283,-0.23448262,0.41834694,-0.06199477,0.0680058,0.0936395,0.19074994
Fred,0.153274,0.22910534,0.19553097,0.10330517,-0.1414408,-0.33447167,0.09229758,0.22778188,-0.29636684,0.13000907,0.47512075,-0.28415182,-0.11207399,0.15593874,-0.17117578,-0.09767591,-0.4483331,-0.11151882,-0.23538353,0.30519778,0.2687154,0.4924518,0.31905755,0.008188271,-0.1454344,-0.11473335,-0.18459728,0.37543374,0.33791593,-0.4728397,0.11405237,0.2507201,-0.18525876,0.040358555,0.08664965,-0.21321553,-0.14371072,-0.18763591,0.106315024,0.27493632,-0.053896867,-0.12366341,-0.42960894,0.27209377,0.07372703,-0.060974076,0.26291808,-0.1103944,-0.19009736,0.028942922,0.04952451,-0.014790995,-0.15278852,0.08875815,0.054448813,0.26725802,-0.16304053,0.07662416,-0.089694634,-0.10756518,-0.27820787,-0.48573992,0.4389403,0.02192227
Eric,0.28782672,-0.11252498,0.29758728,0.48191375,0.06003991,-0.07071117,0.23194048,-0.15672278,-0.23073593,-0.115410864,0.33210275,-0.069287255,-0.11523662,-0.24573396,-0.08637212,0.18496795,0.13778093,0.0029543198,-0.017803133,0.05979493,0.20607102,0.038998477,0.008601217,-0.37926713,-0.37353212,0.1196452,-0.26026174,-0.40456554,0.2165669,-0.15594727,0.14011312,0.12139255,0.036686346,-0.20036662,-0.031278398,0.14724435,-0.08022327,0.16343313,0.13300078,0.10867433,0.24282408,0.09399965,0.26842543,-0.45281845,0.22955391,-0.40006012,0.09410113,0.11559026,-0.43970802,0.6211652,-0.05415928,0.0067428197,-0.0607491,0.21201509,-0.025107699,-0.07559579,0.39571455,-0.276245,-0.273054,0.30150005,-0.13496134,-0.283651,-0.06897508,-0.15712169
Connie,0.065291636,-0.23628299,0.22491333,0.06898392,0.19634262,-0.33130246,-0.28086326,-0.3149869,-0.4237489,-0.02295332,0.34347877,-0.22002083,-0.02540551,-0.16957144,0.23801415,0.28562057,0.12113453,0.04456715,-0.11441085,0.41236624,0.076727115,0.06925469,0.041392837,-0.29882154,-0.24482483,0.4981999,-0.2618701,-0.07733461,-0.38502848,-0.22946225,-0.11626671,-0.1535082,-0.31243873,0.011347361,0.03247833,0.13495621,0.1077906,0.14951989,0.16410409,0.14594845,0.11972688,0.20047815,0.12195795,-0.20500039,-0.063163936,-0.10254482,-0.009279398,0.10392981,0.16847111,-0.12968159,0.06556673,0.05012782,0.121789664,-0.0711444,0.07068467,0.067403205,0.039269403,-0.17936671,-0.18573193,-0.17127717,0.04908294,0.13388428,0.1585073,0.13768753
Chuck,0.16758808,-0.30888766,0.3465378,0.41684347,0.17913906,-0.350365,0.17580298,-0.17548072,-0.1330964,-0.38867888,-0.0174454,0.34854558,-0.01097805,0.32534567,0.045328494,-0.03804936,0.037502743,-0.23067564,-0.24865802,0.032237083,0.49531934,0.37313107,0.22491932,-0.17758648,-0.6695361,0.021384792,-0.26789898,0.39597505,0.27969316,-0.091970064,0.042673863,0.47396466,-0.38426143,-0.64200884,0.21740063,-0.39585805,0.020134008,0.06794844,-0.33274347,0.24742183,-0.3871609,-0.13956791,-0.33291954,-0.011864056,0.09911994,-0.03589694,-0.10769551,-0.069756836,-0.023379993,0.43393287,0.09875268,0.021319374,0.19250816,0.10846777,0.22458918,-0.2832876,0.08217904,0.13504864,-0.26007006,0.13704844,-0.081903026,-0.202885,0.13283896,0.092074595
Rosie,0.19013917,0.00972539,0.23533618,0.18924588,0.45528096,-0.11834374,0.18217063,-0.53497255,0.16234352,-0.31224456,0.30170488,0.3326521,0.20397937,0.22588354,-0.2517874,-0.07826185,0.008995407,-0.05838861,-0.6649037,0.3915554,-0.08386395,0.8911525,0.55688673,-0.1248751,0.038393524,0.2935112,0.07544485,-0.16861841,0.66178524,-0.43412432,0.0073564975,0.1663058,-0.56914955,0.00028456672,0.4607966,0.22680569,0.0535923,-0.3327111,0.10684062,0.011729256,0.45716628,-0.15101929,0.09361466,-0.30355355,0.3375954,-0.17946339,0.030551912,0.05010669,0.1701543,-0.07504223,-0.15251015,-0.041334607,0.63194835,0.05991491,0.106960736,-0.58029485,0.072452754,-0.097193435,-0.31648147,-0.1776543,0.13229963,-0.16701977,-0.39821234,0.0015984902
Peggy,0.49389553,0.093937404,0.09473744,0.022818543,0.22458786,-0.2844447,-0.32191116,-0.2029294,0.18435432,0.21573164,-0.024685048,-0.1509774,-0.037497018,-0.04653168,-0.048946436,0.48745033,0.09875767,-0.3244779,-0.21622816,0.39969087,0.100773975,0.3022546,0.107749306,-0.12403998,0.53221667,0.35625532,0.17643961,0.18365963,-0.15935296,-0.16465776,0.19546482,0.19529079,-0.24402076,-0.21323235,-0.18422748,0.150276,0.15226264,0.27301773,0.08489273,0.048756305,-0.28730986,-0.09592326,-0.070089936,-0.12359967,0.30656728,0.059205607,-0.19957122,-0.29147175,0.0028928756,0.4432731,0.3537644,0.09162812,0.19038449,0.08210109,-0.021627842,-0.43555778,0.08427315,0.032454707,-0.30325475,0.03357695,-0.14684711,0.07748325,0.20522042,0.45864978
Woody,0.17525592,-0.15421979,0.36645722,0.5282053,0.25852245,-0.4026295,-0.10437764,0.03289145,-0.2154735,0.3786143,-0.047356587,-0.036319748,-0.02652713,0.4759684,-0.108437024,0.075079456,-0.50270975,0.0029502185,-0.13345037,0.4262199,0.021700768,0.27835947,0.24547549,-0.2939114,-0.117145434,0.22374557,-0.17026478,0.37279722,0.015885096,-0.30004743,0.28576905,0.15456672,-0.38565648,0.36469635,0.20057753,-0.09939034,0.16827649,0.30601674,0.084037475,0.08964053,0.102341294,0.1856844,-0.07614817,-0.34131375,0.07368104,0.007158108,0.13695052,0.11215149,-0.43918258,-0.23746681,-0.21202017,-0.4108594,-0.052772075,0.12086174,-0.062172767,-0.14088573,-0.011563212,-0.10377411,-0.15113583,0.13078906,-0.20548064,-0.14034759,0.054391995,0.17501235
KiKi,-0.0029512213,-0.19008933,0.27932242,-0.009738379,0.316865,-0.14651535,-0.034377784,0.03395502,-0.15330337,-0.21821345,0.3031076,0.10558875,-0.1840844,0.036331344,-0.087483115,-0.010992505,-0.22553644,-0.12707576,0.07704797,0.35566387,0.0137805855,0.08299202,0.30736348,-0.43663567,0.03481844,0.41609392,-0.15740882,-0.106926836,-0.16443162,-0.05883417,-0.0008237216,0.032911822,-0.30689883,0.2641851,-0.09065319,0.21896721,0.29100674,-0.011929561,0.08991561,0.09104255,0.041121867,0.24430501,0.15377134,-0.03647989,0.15034042,-0.17683633,0.062676,0.065122396,-0.00638951,0.16753882,-0.059199862,-0.17021845,0.2675728,0.11618899,-0.17390229,-0.14074202,0.23943843,-0.44828665,-0.29982466,-0.30915052,-0.3264426,0.029156648,0.037659258,0.31432438
Nicole,0.17474318,0.094540596,-0.22381437,-0.3887673,-0.062286187,-0.44714054,0.20084654,-0.073114865,-0.22992884,-0.3102503,0.4811085,-0.17649138,-0.20754482,-0.37581342,0.18251061,-0.0038190968,-0.044148132,-0.061899364,-0.6754699,0.41034627,0.5366425,0.040380288,0.3215677,-0.013588205,0.3358148,0.08079095,-0.09792497,0.11814528,0.22398804,-0.1375803,0.07453173,0.33084452,-0.21023487,0.022408372,-0.36249486,0.20469724,-0.0624665,0.09038979,0.18712522,0.40157422,-0.019382326,-0.012781576,0.11918068,0.13210982,-0.22709073,-0.29902533,0.39837375,-0.30591908,-0.0013241967,-0.061132286,-0.4023732,-0.004169884,-0.10047084,-0.23445788,0.41502836,-0.013327706,0.18769029,-0.2716875,0.1211118,0.15384194,0.15047887,-0.40048373,0.070162475,0.069734894
robert,0.17458053,0.010537285,0.13623543,0.23188367,-0.11047954,-0.20130585,0.20613508,0.3714454,-0.22192281,0.39004043,0.070352376,-0.013715275,0.05530467,-0.08870505,0.21325278,0.20523474,-0.12413211,-0.03165268,-0.15036196,0.14838642,0.1478445,0.3320298,0.08141208,-0.31571707,-0.027473357,0.37362993,-0.38297307,0.20127085,0.22337918,-0.30708534,0.0585812,-0.31324202,-0.018345019,0.0061052144,-0.042710725,0.13277023,-0.01760898,-0.13272843,0.07008158,0.41257313,0.27263936,-0.08626229,-0.09223109,-0.1658678,0.1479174,-0.4108542,0.01574938,-0.20770137,-0.015431663,-0.050771218,0.08383988,0.26961792,0.123049244,0.08735752,0.27540472,-0.019437427,-0.0034678117,0.1232509,0.10931897,0.1878527,-0.00377832,0.06276334,-0.019720936,0.28526732
Kath,0.21900037,-0.17063761,0.2697873,0.16920488,0.15370552,-0.333736,-0.2611038,-0.2134321,-0.1979122,0.1899418,0.126996,-0.3183369,-0.111619875,0.16330129,0.34623718,0.3756187,-0.19080351,-0.060806286,-0.16509135,0.25785857,0.28693563,0.10267064,0.13034165,-0.17103818,0.104558155,0.21717153,-0.19103654,0.20895408,-0.34885275,-0.2682755,-0.13326158,-0.12648943,-0.48307765,0.10012459,0.068297066,0.1476647,0.43779808,0.069954194,0.16613284,0.21612976,0.045091532,0.1640637,0.036253955,-0.34534356,0.19315957,-0.06780832,-0.16756989,-0.059285436,-0.21124338,-0.30293334,-0.035103567,-0.21114445,0.26167047,0.024708956,0.067416765,0.033279043,-0.2612285,0.13934658,-0.26983482,-0.037398126,-0.061127834,0.068377346,0.09838317,0.3293638
John,0.09127497,0.098558255,-0.08724936,-0.38250116,-0.039070565,-0.42534196,-0.23437873,0.18946517,-0.052113637,0.16829267,-0.26169693,-0.29701522,-0.16260755,-0.22724305,0.2611949,0.38930634,-0.19192864,-0.33093163,-0.21059772,0.665168,0.27820244,0.3935842,0.12284243,-0.35563412,0.60303396,-0.5776464,-0.21442424,0.52541244,0.32372653,-0.010131517,0.21134013,0.1389323,-0.43510038,0.14495377,-0.38801688,-0.315514,0.034812212,0.287813,-0.053742714,-0.05168204,-0.09207928,-0.38258198,0.13537812,-0.26197773,-0.2474998,-0.33215594,0.030339217,-0.45394096,0.2308744,0.2629627,-0.35337496,-0.42204857,-0.20416154,0.35904792,0.3473911,0.082210146,-0.12944439,-0.37887704,-0.27858323,0.45367602,0.09943836,-0.24792403,-0.0680718,0.3738791
Patrick,0.09740737,0.23814532,0.04671144,0.011160537,0.20174614,-0.30419007,0.19928043,0.04257193,-0.15856037,-0.45163268,-0.12594244,-0.30629337,-0.41488785,0.000722112,0.45552704,-0.18991344,0.24835485,0.11021876,-0.06278655,0.28245473,0.25288507,0.19356902,-0.2637491,-0.3950143,0.015225814,0.27214172,-0.17045732,0.5642341,0.47223714,-0.052062355,-0.0110173365,-0.097218916,-0.2862709,-0.40397957,-0.16262268,-0.36348432,0.14099757,-0.13474056,0.1577785,-0.14374742,0.02927188,0.42923585,0.109352455,-0.20469283,0.20261206,-0.38991678,0.1566619,0.018253257,-0.15030383,0.16707943,0.008463573,0.044477325,0.1982503,-0.19392473,0.3549111,0.62691784,-0.1089973,-0.5603041,-0.4211065,0.4195504,-0.22279479,0.26926404,0.12873635,0.29913548
Bertram,-0.08684827,0.16912921,0.10507089,0.19695279,0.022293849,-0.029605253,0.6352606,0.19376832,0.10034498,0.11772191,0.32862306,-0.093764156,0.23232533,0.112243086,-0.27164432,0.2091352,0.075047664,-0.03381123,-0.23137178,0.12513897,-0.30791527,0.71568024,-0.011204818,-0.6611507,0.15162124,0.025331667,-0.1262693,0.09068304,0.28270411,-0.0055112387,-0.16917846,0.32295093,-0.18725337,-0.40608507,-0.29855615,0.19379492,-0.056408573,-0.33665293,0.11377495,0.07407915,-0.07519634,0.030634686,-0.023712194,-0.03600945,-0.13116795,-0.4948023,-0.3338445,-0.65936506,-0.028169725,0.3931598,0.16566123,-0.7152553,-0.043363903,0.16688688,0.22788726,-0.18283156,-0.3989727,-0.26049268,-0.09187189,-0.045988977,-0.02218906,-0.30137473,0.18348289,0.012855718
Diane,0.035531938,0.047958978,-0.18745588,0.36183393,-0.033776317,0.10575771,0.22856948,-0.07868716,-0.43335694,0.025205897,0.44173607,0.060572054,0.329162,-0.0180954,-0.18159036,0.1934623,-0.2789214,-0.1936969,0.012089219,-0.059542034,0.31850424,0.5022603,-0.2257214,-0.12464074,-0.20474723,0.16224481,-0.1556413,0.3168908,0.05514694,-0.17187914,0.04313008,0.055539582,-0.2689566,-0.27356732,-0.18656565,-0.23280732,0.16670486,-0.1380842,0.43579262,0.3929601,-0.243046,0.5391924,0.15033492,-0.030804077,0.40416706,0.020422714,-0.029374933,-0.04718266,0.1878634,0.037567522,-0.0027830703,0.33375287,0.06786389,-0.010605686,-0.0020638937,-0.038112685,0.14242554,-0.03806324,-0.38700524,0.59387404,-0.014791178,0.117791854,0.19746283,0.41260335
Lady,0.3458683,0.15752058,0.28138933,0.14737733,-0.16591589,-0.35277364,0.27757466,0.21887596,-0.3512681,0.29539183,0.1914138,0.09864103,0.056791022,-0.2885988,0.034002002,0.10914306,-0.10311425,0.12389416,-0.11684009,0.20530494,0.26080725,0.18421058,0.0421955,-0.3167243,-0.029722968,0.34325165,-0.1859001,0.22979298,0.035325695,-0.29822758,-0.10410801,-0.24362843,-0.101938434,-0.020858265,-0.13320702,0.03529785,-0.094435416,-0.029258268,0.15118793,0.3920215,0.08259447,0.056376908,0.09968117,-0.15749678,0.22171217,-0.16263753,-0.011075616,-0.21665011,-0.01901462,-0.1727036,0.014237086,0.04280552,0.11918674,0.10762438,0.02649995,0.09399028,-0.11529538,0.15449408,0.068348505,0.1017715,-0.20055895,0.18244262,0.21693957,0.3161291
Steve,-0.00019960859,0.10839331,0.35193187,0.29198155,0.25165603,0.10556413,0.25137737,-0.2818026,-0.0012744037,-0.0565813,0.3172696,0.016663188,-0.17785382,-0.0066683306,-0.11494132,0.20372836,0.363303,0.12953573,-0.5861361,0.15218379,0.2257162,0.42774418,0.13656366,-0.35630038,-0.2693105,0.057088893,-0.11831559,0.22426535,0.43041962,0.119486615,-0.1657869,0.31083208,-0.15831858,0.10883774,0.21678376,-0.14203802,0.23746403,-0.20362858,0.16183597,0.04581687,0.02470874,-0.26175028,-0.0423245,0.031411827,0.3697117,-0.6237273,-0.05563814,-0.12343567,-0.096871205,0.28323075,-0.014943544,0.02565035,0.20711672,0.39288804,0.50313586,-0.24448754,-0.4136963,-0.5079663,-0.17435549,0.24639972,0.19298111,-0.12694569,-0.04535853,-0.35590178
Meme,0.26040322,-0.060322072,-0.33645087,-0.17810369,-0.14824499,0.14320922,0.1678701,0.08674977,-0.086551845,-0.027726868,0.16494864,0.012529535,-0.03161942,0.31538218,0.14457732,0.37558493,0.10969664,-0.1969022,0.12024452,0.2133038,0.10352038,0.7036759,0.43563816,-0.09424659,0.13059118,0.35735986,-0.5066598,0.3192002,-0.10786639,-0.036655728,0.04423962,-0.28984994,-0.200198,0.036126476,0.03837552,0.39889902,0.32734454,-0.20384608,0.345081,0.24921967,0.19474648,0.24506886,-0.3052998,-0.44507736,0.25401473,-0.2827218,-0.065168805,-0.53155977,-0.0056605567,-0.21225175,-0.08570316,-0.41479906,0.33380988,0.4074771,0.020401161,-0.24009362,0.1822522,0.23082048,0.17460659,0.13580649,-0.2652319,-0.2601839,0.101276755,0.18945275
Terry,0.17225358,-0.14311495,0.023448315,0.14239189,-0.06105619,-0.13301854,0.10345709,-0.09929739,-0.25210115,-0.04717742,0.2072044,0.02556953,-0.44031408,-0.12752865,-0.053895283,0.13414682,-0.17497541,0.13542894,-0.20966452,0.35333544,-0.0991432,0.106964454,0.080297284,-0.5879767,-0.16605033,0.15137492,-0.25280064,-0.0340066,0.001614949,0.07134143,0.04803925,-0.05214911,0.17552452,-0.2771307,-0.15818053,0.096960604,-0.23728164,-0.1344204,0.2579749,0.07460977,0.13265887,0.21213801,-0.14331897,-0.21068054,0.15313907,-0.63776535,-0.19179751,-0.08996029,-0.024711726,0.22667909,-0.06375407,0.04459726,-0.1146908,0.29567572,0.09084371,0.07401248,0.07144305,0.018038929,-0.061312057,0.0262948,0.05496019,-0.18642764,0.08004129,-0.01236697
Teresa,0.1765067,-0.09905734,-0.16184057,0.19173563,-0.12918395,-0.20141804,0.18363975,-0.060210474,-0.19450718,-0.04179317,0.4066563,0.066139236,-0.2523079,-0.17945784,-0.35044786,-0.06440028,-0.2572877,-0.10982307,0.12174469,0.30591658,0.013366599,0.12924682,0.27998358,-0.1904097,-0.34225953,0.33753806,-0.4109732,-0.14657208,-0.00774125,0.12544362,-0.08525406,0.15147339,0.12717786,0.051474363,-0.10187782,-0.025225744,-0.17938855,0.1873905,0.17738381,-0.0029434457,0.30971596,0.08971389,-0.016521007,-0.14665595,0.52311766,-0.31194195,0.05634477,0.10891602,0.053979985,0.43572265,0.39241034,-0.019023217,-0.043597948,0.14181358,0.22678126,-0.03745876,0.1568726,-0.38907447,-0.21185564,0.031910036,-0.0051902346,-0.23877381,0.121022224,0.13280548
Taylor,0.18617655,-0.06516475,0.27650106,0.31852472,0.40212166,-0.3619153,0.20850657,-0.1587829,-0.0686375,0.094047114,0.15643114,-0.0517512,0.17568167,0.23530081,0.061900042,-0.17835127,-0.42614645,-0.19913387,-0.11053374,0.29279453,-0.03343564,0.3684889,0.2942748,-0.33544037,0.07440385,0.36037347,-0.31550917,0.08224508,0.021406658,0.05427081,0.37560055,0.2581323,-0.20256466,-0.086863585,0.011073826,0.051357694,0.17646839,-0.08883345,0.17141168,0.10357547,0.17368855,-0.00024404842,0.030454021,-0.22109535,0.13806564,-0.053272843,0.035754655,-0.18389088,-0.06690098,0.15253937,0.111935355,-0.10013316,-0.08699485,-0.02815062,-0.2582003,-0.22301713,-0.110458195,-0.030066522,-0.2770819,0.024024088,-0.111378595,-0.01717482,-0.092834145,0.16293406
Belle,0.12256721,-0.06631522,0.29168883,0.16575198,0.18486378,-0.40067863,-0.1458619,-0.12828207,-0.32713127,0.31587294,-0.002514058,-0.30008012,-0.0737849,-0.028924178,0.17587046,0.26272076,-0.17256357,-0.13492273,-0.046483636,0.19916275,0.29618412,0.15770374,0.18298945,-0.09647729,0.22453295,0.4802835,-0.32392326,0.15501824,-0.04350004,-0.22655407,-0.14475173,-0.13100813,-0.25594136,-0.057470426,0.19327475,0.03853617,0.19888063,0.033707265,0.23619731,0.27986872,0.23240706,-0.08341392,-0.17480397,-0.16893935,-0.2078105,-0.061883148,-0.27501836,-0.019374017,0.13185774,-0.02866923,0.41739762,0.20001578,0.5078473,0.14553954,0.0022816332,-0.30433857,-0.1701026,0.42819497,-0.22477055,0.10777974,-0.043453377,-0.15540357,0.18495187,0.18373288
Gamer,-0.4184637,-0.4961513,-0.43214628,0.27792138,-0.21604577,0.17930731,-0.056883328,-0.2564874,-0.37858644,-0.16938192,0.04640494,-0.5946019,-0.4548657,-0.33090338,0.08499564,0.2740296,-0.036974847,-0.009528606,0.19957161,0.0772185,0.18209301,0.48996076,0.55659384,-0.50486934,-0.30992362,0.21962583,-0.75106275,-0.2633107,0.27928454,-0.106806375,0.09005319,0.18027905,-0.5339578,0.38508007,0.009796682,-0.011671964,-0.15945907,-0.3335689,0.453588,0.061270054,0.16595028,0.22078732,-0.20332108,0.31545472,0.0014093803,-0.43803993,0.2757619,-0.64990866,0.10070705,-0.23378251,0.0052426076,-0.37399876,-0.09101569,0.16968553,-0.38423577,0.13918625,0.30781448,-0.0035201563,-0.037077315,0.17083247,0.24352628,-0.0662711,-0.029582892,0.23784421
Shawn,0.13030516,-0.52460665,0.03929981,0.22276695,0.18844533,-0.43989035,0.24332699,-0.03977051,0.0032182408,-0.02001083,0.29725403,-0.20755264,-0.10432785,0.2192611,-0.11107192,0.0022385537,-0.46534377,0.023327006,-0.022783086,0.3678862,0.37999234,0.39511582,-0.0023168135,-0.16439427,0.046106286,-0.046495847,-0.10914515,0.023843069,-0.031885915,-0.828298,0.054201346,0.13818553,-0.7012938,0.21320897,0.26876244,-0.100018926,0.07747487,-0.2241106,-0.004090485,0.27766675,-0.15354878,-0.09262492,0.05953909,0.026858605,0.029581146,0.14237891,0.51359415,-0.0188776,0.1995133,0.036015958,-0.03204614,-0.29642248,-0.02178218,0.29877457,-0.3692522,0.058671974,0.11234881,0.10087083,-0.24932885,-0.023989186,-0.10676328,-0.19081621,0.22933151,0.10504276
Susan,0.32786828,0.09836591,0.050943032,0.18746345,-0.03300748,-0.1415079,0.08112312,0.117148936,0.08171011,0.18132633,0.07540749,-0.3978952,-0.14084241,-0.220671,0.24923901,0.45688057,-0.10764961,-0.25905144,-0.38646993,0.28099906,0.10888833,0.33929646,0.15021294,-0.22819729,0.35420448,0.33716512,0.015184791,0.09934163,-0.08962583,-0.12704837,0.4906539,0.0054468308,0.13407835,-0.24657564,-0.24498135,0.1855316,0.0065571573,0.1151558,0.14203982,-0.059268884,-0.35717267,0.04663528,0.063548625,-0.09241944,0.22120087,-0.24285676,0.014601441,0.05087073,0.28839502,0.38889256,0.24066679,0.030183813,-0.20515989,0.27204046,-0.103118606,-0.23770066,0.14843272,-0.22490744,-0.17927583,0.17907664,0.006467638,0.09420854,0.14380395,0.14533383
Techie,0.31318337,0.25285548,0.31226376,0.07025029,-0.010513748,0.057052974,0.19161917,-0.06524281,-0.10461599,-0.0969343,0.25676936,0.1631268,-0.22408414,-0.122071594,-0.072720826,-0.14444931,-0.4537941,-0.23033981,-0.3058735,0.47187465,0.18697213,0.3604804,0.22412127,-0.15809835,-0.021596545,0.24551815,-0.35922125,0.086694404,0.4241228,0.14187543,-0.08828394,0.25208417,-0.2889296,-0.0704075,-0.26947665,-0.096957594,-0.030177897,0.036360543,0.2609321,0.16823152,0.16683574,-0.048578292,-0.5012482,0.13168472,0.6147159,-0.083338045,0.3450036,-0.066265896,-0.18193355,-0.13324438,0.28411677,0.01804022,-0.19839649,-0.25873423,0.23784348,0.15016915,-0.08525365,0.116495945,-0.14608541,-0.23453884,-0.11968679,-0.38666445,0.028147306,0.07972535
Tori,0.20035268,-0.010048361,-0.13056773,0.40592322,0.124212734,-0.039135586,0.3463644,-0.06275916,0.2081523,0.101353064,0.18082643,0.015990853,0.09248709,-0.18693434,0.06789771,-0.05294397,-0.058183085,0.036179066,-0.10231921,0.45385528,0.2027103,0.40116826,0.13499258,-0.44728404,-0.29683462,0.3756929,-0.19491681,-0.10644365,0.47829264,-0.22271694,0.059277616,0.49710318,-0.45636922,0.07547248,0.1439333,-0.20578572,0.15268111,-0.12759593,0.3297019,0.3784581,0.25064018,-0.25568703,0.21397513,-0.038319826,0.013179997,-0.31092468,0.40435925,-0.23382765,-0.3609343,0.25343722,0.08982656,-0.43801987,-0.13126624,-0.2890357,-0.31962225,0.22981815,0.18549348,0.024670042,-0.10925036,0.63989043,0.07064286,-0.30527648,-0.013902219,0.11161083
